Total_Stops,Route_1,Route_2,Route_3,Route_4,Route_5,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,Journey_day,Journey_month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_hours,Duration_mins
0,0,13,29,13,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4239.0,1,4,7,45,10,40,2,55
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14714.0,6,6,21,50,19,0,21,10
1,2,34,3,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6218.0,6,5,18,5,23,30,5,25
0,4,8,29,13,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7295.0,1,3,5,15,7,35,2,20
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7408.0,9,6,3,50,11,30,7,40
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13994.0,9,6,9,35,18,0,8,25
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5224.0,15,5,14,25,16,55,2,30
0,1,19,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,4391.0,9,3,5,45,7,5,1,20
2,2,14,0,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14109.0,18,5,10,0,5,25,19,25
0,0,13,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4885.0,27,4,9,30,12,20,2,50
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8016.0,1,6,8,20,11,20,3,0
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12524.0,24,6,6,0,12,35,6,35
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6017.0,27,3,2,15,18,50,16,35
2,3,16,4,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10441.0,9,5,22,0,19,15,21,15
0,0,13,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3625.0,1,4,21,10,0,5,2,55
3,3,38,23,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,15586.0,9,3,5,15,19,15,38,0
1,3,7,6,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7199.0,27,3,8,0,19,15,11,15
2,3,24,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12273.0,21,3,6,20,4,25,22,5
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7530.0,6,6,19,0,1,30,6,30
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,5678.0,21,5,19,35,21,5,1,30
2,3,16,4,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,11753.0,24,6,10,55,7,40,20,45
0,1,19,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1965.0,21,5,22,45,0,15,1,30
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10208.0,21,3,6,40,13,20,6,40
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,5054.0,21,5,20,25,1,30,5,5
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14871.0,3,3,8,25,15,30,7,5
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12373.0,18,5,7,5,19,0,11,55
0,1,19,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,2017.0,15,6,22,45,0,15,1,30
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10661.0,24,3,13,55,4,45,14,50
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,9794.0,9,5,10,20,19,0,8,40
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13067.0,9,5,20,25,23,35,27,10
0,4,8,29,13,5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,7298.0,3,3,17,45,20,5,2,20
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7648.0,3,3,10,5,13,0,2,55
2,2,2,4,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10676.0,12,5,12,0,21,50,9,50
0,0,13,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6961.0,3,6,10,0,12,45,2,45
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6979.0,15,5,11,25,1,30,14,5
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,13587.0,27,5,9,0,21,0,12,0
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10844.0,24,5,14,5,23,35,9,30
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3943.0,12,5,10,10,13,0,2,50
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6838.0,12,6,9,15,21,0,11,45
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6542.0,15,4,13,0,19,0,6,0
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12239.0,21,5,7,5,19,0,11,55
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14388.0,12,5,16,30,4,40,12,10
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4148.0,12,3,5,30,8,20,2,50
2,3,21,4,5,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,16840.0,18,5,15,5,1,30,10,25
1,3,20,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,9646.0,3,6,9,45,22,30,12,45
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14571.0,9,6,21,10,18,15,21,5
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7923.0,15,5,16,0,1,30,9,30
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8586.0,12,5,20,0,4,40,8,40
1,3,20,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,9646.0,3,6,13,15,22,30,9,15
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14388.0,18,5,14,5,12,0,21,55
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13044.0,12,6,16,30,16,20,23,50
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10197.0,21,5,10,0,19,0,9,0
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14714.0,1,6,19,45,19,0,23,15
1,3,7,6,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,9929.0,1,6,10,0,19,15,9,15
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6017.0,21,3,22,50,4,25,5,35
0,4,8,29,13,5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3597.0,27,6,9,45,12,0,2,15
1,3,6,6,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,5704.0,21,3,13,30,23,0,9,30
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14714.0,3,6,19,45,4,25,8,40
0,0,13,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5228.0,12,5,10,0,12,45,2,45
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11467.0,1,4,9,35,10,55,25,20
0,0,13,29,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4668.0,6,6,9,45,12,35,2,50
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4591.0,18,4,21,15,0,15,3,0
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3943.0,12,5,21,15,0,15,3,0
0,0,13,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5228.0,21,4,10,0,12,45,2,45
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12242.0,27,3,2,15,18,50,16,35
2,3,20,22,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,11185.0,9,6,7,5,9,25,26,20
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6573.0,9,4,9,15,1,30,16,15
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14781.0,15,5,16,30,22,35,6,5
2,2,15,9,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14960.0,12,6,16,45,8,55,16,10
0,4,8,29,13,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4332.0,15,5,11,35,14,0,2,25
0,0,13,29,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7652.0,3,3,5,50,8,40,2,50
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14151.0,24,5,9,35,21,5,11,30
0,0,13,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4319.0,12,6,9,30,12,20,2,50
2,3,0,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10929.0,21,3,19,10,18,50,23,40
2,2,14,27,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11491.0,24,3,7,0,10,0,27,0
0,3,10,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6015.0,18,4,14,20,17,35,3,15
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12692.0,12,6,9,35,21,5,11,30
0,2,5,29,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4384.0,9,3,22,50,1,20,2,30
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3943.0,3,6,6,5,8,50,2,45
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12373.0,18,5,9,0,19,0,10,0
1,0,7,8,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,19225.0,6,3,8,0,13,15,5,15
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14053.0,9,3,19,45,18,50,23,5
0,0,13,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5911.0,12,4,13,20,16,10,2,50
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10877.0,9,6,6,40,19,0,12,20
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7757.0,6,6,18,55,4,40,9,45
1,3,20,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6558.0,21,3,7,35,16,10,8,35
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4804.0,21,4,9,35,12,20,2,45
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,5678.0,18,3,15,50,17,20,1,30
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12373.0,9,5,10,0,4,25,18,25
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5198.0,6,5,6,0,8,45,2,45
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6064.0,1,6,14,25,16,55,2,30
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,15029.0,9,3,21,50,4,25,6,35
2,3,28,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10909.0,9,4,5,30,19,0,13,30
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,18492.0,9,3,8,40,19,45,11,5
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10262.0,24,6,2,15,4,25,26,10
1,2,15,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8781.0,18,5,11,50,17,35,5,45
1,3,20,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6442.0,27,5,8,35,16,10,7,35
1,1,14,13,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,20120.0,12,3,9,50,16,35,6,45
0,0,13,29,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4878.0,27,5,19,30,22,15,2,45
1,0,7,8,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16736.0,6,3,5,45,18,25,12,40
1,2,23,3,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,9630.0,24,5,11,15,18,30,7,15
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8610.0,9,5,7,10,18,50,11,40
0,4,8,29,13,5,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3687.0,27,6,7,5,9,20,2,15
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8452.0,15,5,20,20,9,5,12,45
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3943.0,18,5,10,30,13,20,2,50
0,1,19,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3342.0,15,3,6,20,7,45,1,25
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13067.0,12,5,20,25,14,25,18,0
0,0,13,29,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4878.0,6,5,19,30,22,15,2,45
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14388.0,9,5,21,10,10,5,12,55
2,3,0,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,16704.0,27,5,13,25,4,25,15,0
0,1,19,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3100.0,21,5,19,30,20,45,1,15
3,0,7,15,8,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13387.0,12,3,17,25,18,5,24,40
0,1,19,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4049.0,9,6,9,10,10,40,1,30
2,3,28,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,13029.0,18,5,5,30,19,0,13,30
0,0,13,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3919.0,9,4,21,10,0,5,2,55
0,4,8,29,13,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3850.0,3,5,5,15,7,40,2,25
2,3,20,22,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,8839.0,24,6,13,15,9,25,20,10
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7064.0,1,4,16,30,4,40,12,10
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13941.0,12,5,20,0,8,15,12,15
3,2,14,7,12,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,13007.0,24,5,10,0,10,30,24,30
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14781.0,18,5,14,5,22,35,8,30
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2071.0,18,3,19,35,21,5,1,30
0,3,10,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4256.0,21,6,11,0,14,15,3,15
0,0,13,29,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7923.0,9,3,16,0,18,35,2,35
0,2,5,29,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3782.0,15,3,22,50,1,20,2,30
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12384.0,15,5,20,25,9,45,13,20
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,8565.0,21,3,10,0,1,35,15,35
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6232.0,21,3,16,0,21,0,5,0
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4777.0,9,3,5,30,8,20,2,50
0,2,5,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4145.0,1,6,20,45,23,20,2,35
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5192.0,15,5,22,40,10,40,12,0
0,3,10,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4729.0,1,4,5,10,8,0,2,50
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6093.0,3,6,6,40,21,0,14,20
1,2,7,3,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8891.0,1,5,9,25,18,30,9,5
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12242.0,27,3,16,0,4,25,12,25
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11467.0,1,5,17,0,18,0,25,0
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14781.0,21,5,21,10,9,20,12,10
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10197.0,18,5,7,0,19,0,12,0
1,0,7,8,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17261.0,6,3,21,25,9,30,12,5
1,3,33,6,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7480.0,1,5,20,40,9,25,12,45
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4804.0,21,5,15,30,18,5,2,35
0,2,5,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4439.0,21,4,9,0,11,25,2,25
2,3,28,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10368.0,6,6,5,30,4,25,22,55
1,3,33,6,13,5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,6065.0,21,3,6,10,11,20,5,10
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8586.0,24,5,18,55,4,40,9,45
0,3,10,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,5406.0,18,3,14,30,17,35,3,5
2,3,3,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,12142.0,6,6,18,25,4,25,10,0
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14714.0,6,6,2,15,12,35,10,20
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10262.0,15,6,2,15,4,25,26,10
1,0,33,8,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15434.0,6,3,11,50,23,55,12,5
2,2,2,4,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10676.0,18,5,12,0,11,10,23,10
0,2,5,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4804.0,21,4,20,20,22,55,2,35
2,3,28,4,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,13014.0,9,6,19,30,12,35,17,5
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3943.0,3,5,10,10,13,0,2,50
2,1,11,22,9,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,9678.0,6,3,5,30,22,0,16,30
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14781.0,15,5,8,25,19,50,11,25
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10197.0,15,5,9,0,19,0,10,0
2,3,4,4,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10861.0,9,5,5,55,19,15,13,20
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10844.0,1,5,21,10,4,40,7,30
1,3,33,6,13,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7480.0,21,5,17,20,9,25,16,5
1,3,7,6,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,5684.0,24,6,17,10,1,30,8,20
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,14714.0,6,6,16,0,19,0,27,0
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9314.0,1,4,9,35,18,0,8,25
0,2,5,29,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4435.0,15,3,20,45,23,20,2,35
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,11789.0,27,6,7,30,19,0,11,30
0,0,13,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3919.0,3,4,21,10,0,5,2,55
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5198.0,6,4,15,15,18,10,2,55
0,0,13,29,13,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4273.0,24,3,5,45,8,35,2,50
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8820.0,9,5,17,0,18,50,25,50
0,1,19,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2754.0,6,5,12,0,13,30,1,30
1,2,14,3,13,5,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8085.0,9,6,20,20,23,25,27,5
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10539.0,9,6,20,25,21,5,24,40
1,2,14,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14676.0,9,6,9,35,22,5,12,30
1,3,7,6,13,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6017.0,27,3,2,15,4,25,26,10
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4544.0,1,4,18,55,22,0,3,5
1,1,35,13,13,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,4140.0,6,3,13,5,16,20,3,15
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7229.0,3,5,11,10,14,5,2,55
2,3,16,4,5,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,16373.0,9,3,22,0,19,15,21,15
2,2,25,9,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,10991.0,1,5,5,50,23,15,17,25
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9663.0,18,5,14,5,12,0,21,55
1,0,11,8,13,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14305.0,1,3,22,0,23,20,25,20
1,3,6,6,13,5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,6752.0,15,5,16,45,7,10,14,25
1,2,7,3,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8529.0,12,6,16,30,9,20,16,50
0,3,10,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4729.0,27,3,5,35,8,50,3,15
1,3,7,6,13,5,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,7670.0,18,5,8,45,21,0,12,15
0,1,19,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4995.0,3,5,10,20,11,50,1,30
0,0,13,29,13,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7229.0,1,5,8,20,11,20,3,0
0,0,13,29,13,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4823.0,27,4,7,10,10,5,2,55
